   0.0000000000E+00    0.0000000000E+00    0.0000000000E+00
   0.0000000000E+00    0.4664337415E-02   -0.1375534242E+00
   0.0000000000E+00    0.1471094111E-01   -0.3505311068E-01
   0.0000000000E+00    0.2628548915E-01    0.1403241103E+00
   0.0000000000E+00    0.3957767996E-01    0.3436679766E+00
   0.0000000000E+00    0.5478634804E-01    0.6014310488E+00
   0.0000000000E+00    0.7211475751E-01    0.9494643750E+00
   0.0000000000E+00    0.9176400784E-01    0.1429538639E+01
   0.0000000000E+00    0.1139243417E+00    0.2054391773E+01
   0.0000000000E+00    0.1387642920E+00    0.2882646853E+01
   0.0000000000E+00    0.1664178387E+00    0.3927847351E+01
   0.0000000000E+00    0.1969700709E+00    0.5159384614E+01
   0.0000000000E+00    0.2304422450E+00    0.6452790901E+01
   0.0000000000E+00    0.2667775505E+00    0.7589819340E+01
   0.0000000000E+00    0.3058292617E+00    0.8525196122E+01
   0.0000000000E+00    0.3473531509E+00    0.9154529868E+01
   0.0000000000E+00    0.3910059693E+00    0.9629665834E+01
   0.0000000000E+00    0.4363513637E+00    0.1005676283E+02
   0.0000000000E+00    0.4828738016E+00    0.1041819526E+02
   0.0000000000E+00    0.5278548537E+00    0.1078800726E+02
   0.0000000000E+00    0.5693521189E+00    0.1112223922E+02
   0.0000000000E+00    0.6102037473E+00    0.1144099660E+02
   0.0000000000E+00    0.6527076773E+00    0.1171040163E+02
   0.0000000000E+00    0.6967746815E+00    0.1200604189E+02
   0.0000000000E+00    0.7422951259E+00    0.1228057418E+02
   0.0000000000E+00    0.7891393167E+00    0.1253556162E+02
   0.0000000000E+00    0.8371583822E+00    0.1277360862E+02
   0.0000000000E+00    0.8861857047E+00    0.1301964177E+02
   0.0000000000E+00    0.9360388937E+00    0.1328348217E+02
   0.0000000000E+00    0.9865222652E+00    0.1351173863E+02
   0.0000000000E+00    0.1037429765E+01    0.1370845348E+02
   0.0000000000E+00    0.1088548251E+01    0.1387718696E+02
   0.0000000000E+00    0.1139661019E+01    0.1402880678E+02
   0.0000000000E+00    0.1190551464E+01    0.1412662102E+02
   0.0000000000E+00    0.1241006727E+01    0.1421378132E+02
   0.0000000000E+00    0.1290821224E+01    0.1428056502E+02
   0.0000000000E+00    0.1339799899E+01    0.1432984522E+02
   0.0000000000E+00    0.1387761135E+01    0.1435508399E+02
   0.0000000000E+00    0.1434539204E+01    0.1434755459E+02
   0.0000000000E+00    0.1479986212E+01    0.1430992699E+02
   0.0000000000E+00    0.1523973505E+01    0.1424946046E+02
   0.0000000000E+00    0.1566392517E+01    0.1416736194E+02
   0.0000000000E+00    0.1607155096E+01    0.1406386750E+02
   0.0000000000E+00    0.1646193327E+01    0.1394017200E+02
