   0.0000000000E+00    0.0000000000E+00    0.0000000000E+00
   0.0000000000E+00    0.4664337415E-02   -0.2246439213E-02
   0.0000000000E+00    0.1471094111E-01   -0.1288673872E-01
   0.0000000000E+00    0.2628548915E-01   -0.3864422261E-01
   0.0000000000E+00    0.3957767996E-01   -0.8074446268E-01
   0.0000000000E+00    0.5478634804E-01   -0.1364710858E+00
   0.0000000000E+00    0.7211475751E-01   -0.2040351666E+00
   0.0000000000E+00    0.9176400784E-01   -0.2785263731E+00
   0.0000000000E+00    0.1139243417E+00   -0.3541262043E+00
   0.0000000000E+00    0.1387642920E+00   -0.4311135477E+00
   0.0000000000E+00    0.1664178387E+00   -0.5002817258E+00
   0.0000000000E+00    0.1969700709E+00   -0.5469949887E+00
   0.0000000000E+00    0.2304422450E+00   -0.5397027783E+00
   0.0000000000E+00    0.2667775505E+00   -0.4786387050E+00
   0.0000000000E+00    0.3058292617E+00   -0.3855510755E+00
   0.0000000000E+00    0.3473531509E+00   -0.2924438530E+00
   0.0000000000E+00    0.3910059693E+00   -0.2338862262E+00
   0.0000000000E+00    0.4363513637E+00   -0.1962792476E+00
   0.0000000000E+00    0.4828738016E+00   -0.1755841013E+00
   0.0000000000E+00    0.5278548537E+00   -0.1612005821E+00
   0.0000000000E+00    0.5693521189E+00   -0.1391979911E+00
   0.0000000000E+00    0.6102037473E+00   -0.1126721495E+00
   0.0000000000E+00    0.6527076773E+00   -0.9214786957E-01
   0.0000000000E+00    0.6967746815E+00   -0.8176082453E-01
   0.0000000000E+00    0.7422951259E+00   -0.7030589168E-01
   0.0000000000E+00    0.7891393167E+00   -0.5738072425E-01
   0.0000000000E+00    0.8371583822E+00   -0.4822174705E-01
   0.0000000000E+00    0.8861857047E+00   -0.4598393506E-01
   0.0000000000E+00    0.9360388937E+00   -0.4940305476E-01
   0.0000000000E+00    0.9865222652E+00   -0.5035357000E-01
   0.0000000000E+00    0.1037429765E+01   -0.4489571694E-01
   0.0000000000E+00    0.1088548251E+01   -0.3386761895E-01
   0.0000000000E+00    0.1139661019E+01   -0.2375932629E-01
   0.0000000000E+00    0.1190551464E+01   -0.1902900709E-01
   0.0000000000E+00    0.1241006727E+01   -0.1575233711E-01
   0.0000000000E+00    0.1290821224E+01   -0.1160769419E-01
   0.0000000000E+00    0.1339799899E+01   -0.7740933892E-02
   0.0000000000E+00    0.1387761135E+01   -0.5500961947E-02
   0.0000000000E+00    0.1434539204E+01   -0.4989550065E-02
   0.0000000000E+00    0.1479986212E+01   -0.5794320050E-02
   0.0000000000E+00    0.1523973505E+01   -0.5805916132E-02
   0.0000000000E+00    0.1566392517E+01   -0.3145173281E-02
   0.0000000000E+00    0.1607155096E+01    0.8697409673E-03
   0.0000000000E+00    0.1646193327E+01    0.4092180118E-02
   0.0000000000E+00    0.1683458915E+01    0.4989882268E-02
   0.0000000000E+00    0.1718922207E+01    0.4620328606E-02
   0.0000000000E+00    0.1752570902E+01    0.5498784228E-02
   0.0000000000E+00    0.1784408542E+01    0.7254082228E-02
